,id,pid,ms_subclass,ms_zoning,lot_area,street,regular_lot,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_floors,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,fancy_masonry,mas_vnr_area,exter_exc,exter_cond,conc_found,bsmt_exc,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_exc,central_air,stand_elec,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_exc,totrms_abvgrd,functional,fireplaces,garage_connect,garage_cars,garage_area,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,sell_diff,remod_diff,remod_x_sell,salepricelog,over_exc,qual_sqaure,exc_x_qual
1740,100,533213030,20,FV,4403,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,1,432.0,1,TA,1,1,TA,Av,GLQ,578.0,Unf,0.0,892.0,1470.0,GasA,1,1,1,1478,0,0,1478,1.0,0.0,2,1,2,1,1,7,Typ,1,1,2.0,484.0,1,0,144,0,0,0,No,0,6,2010,New,222000,1,1,1,12.310432660854417,16,49,784
1742,177,902128170,30,RM,7200,Pave,1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.0,5,7,1940,1992,Gable,CompShg,MetalSd,MetalSd,1,294.0,0,Gd,0,0,TA,No,BLQ,510.0,Unf,0.0,278.0,788.0,GasA,0,1,1,804,0,0,804,1.0,0.0,1,0,2,1,1,4,Typ,2,1,1.0,240.0,1,0,0,154,0,0,MnPrv,0,2,2010,WD ,119000,70,18,1260,11.686878772093667,1,25,25
1743,1971,535477130,60,RL,7590,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2.0,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,1,288.0,0,TA,0,0,TA,No,ALQ,540.0,Unf,0.0,324.0,864.0,GasA,0,1,1,876,936,0,1812,0.0,0.0,2,0,4,1,0,8,Typ,1,1,1.0,264.0,1,0,168,0,0,0,No,0,7,2007,WD ,169500,45,45,2025,12.040608205802641,0,25,0
1745,1561,911370490,120,RM,3843,Pave,0,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1.0,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,1,186.0,1,TA,1,1,TA,Gd,GLQ,1476.0,Unf,0.0,120.0,1596.0,GasA,1,1,1,1648,0,0,1648,1.0,1.0,2,0,2,1,1,5,Typ,1,1,2.0,525.0,1,162,53,0,153,0,No,0,8,2008,New,294464,1,0,0,12.592912033515141,16,64,1024
1748,2646,902110130,30,RM,7741,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.0,6,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,Fa,No,BLQ,143.0,Rec,72.0,817.0,1032.0,GasA,1,0,0,1032,0,0,1032,0.0,0.0,1,0,2,1,0,5,Typ,0,0,1.0,280.0,1,0,0,112,0,0,MnPrv,0,6,2006,COD,108000,82,56,4592,11.589886506106357,1,36,36
1751,2013,903231050,45,RM,6120,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,5,7,1939,1950,Gable,CompShg,AsbShng,AsbShng,0,0.0,1,TA,0,0,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,1,1,1,884,0,0,884,0.0,0.0,1,0,2,1,0,5,Typ,0,0,1.0,240.0,1,0,0,136,0,0,MnPrv,0,7,2007,WD ,113000,68,57,3876,11.635143097694478,4,25,100
1753,898,908229020,30,RL,4060,Pave,1,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1.0,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,1,0,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,1,1,1,864,0,0,864,0.0,0.0,1,0,2,1,0,4,Typ,0,0,0.0,0.0,1,0,96,0,0,0,No,0,7,2009,WD ,99900,87,59,5133,11.511924964636645,1,25,25
1754,1048,527453160,160,RL,2308,Pave,1,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2.0,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,0,0.0,0,TA,0,1,TA,No,ALQ,286.0,LwQ,294.0,275.0,855.0,GasA,1,1,1,855,601,0,1456,0.0,0.0,2,1,4,1,0,7,Typ,0,1,2.0,460.0,1,0,0,0,0,0,No,0,5,2008,WD ,143000,33,33,1089,11.870599909242044,4,36,144
1755,2676,903231070,50,RM,6240,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,1,0,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,0,1,1,816,0,360,1176,0.0,0.0,1,0,3,1,0,6,Typ,1,0,2.0,528.0,1,112,0,0,0,0,MnPrv,400,9,2006,WD ,114500,72,56,4032,11.648330101976432,0,36,0
1757,1560,911370410,120,RM,5587,Pave,0,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1.0,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,1,186.0,1,TA,1,1,TA,Gd,GLQ,1480.0,Unf,0.0,120.0,1600.0,GasA,1,1,1,1652,0,0,1652,1.0,1.0,2,0,2,1,1,5,Typ,1,1,2.0,482.0,1,162,53,0,153,0,No,0,11,2008,New,392500,0,0,0,12.8802918162046,16,64,1024
1764,2031,903450060,50,RM,7758,Pave,1,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,1,600.0,0,Fa,1,0,TA,No,LwQ,224.0,Unf,0.0,816.0,1040.0,GasA,1,1,0,1226,592,0,1818,0.0,0.0,1,1,4,1,0,7,Typ,2,0,1.0,240.0,1,0,0,0,0,184,No,0,6,2007,WD ,169500,76,57,4332,12.040608205802641,1,49,49
1768,549,531452070,120,RL,7175,Pave,1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1.0,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,0,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,1332.0,1332.0,GasA,1,1,1,1332,0,0,1332,0.0,0.0,2,0,2,1,1,5,Typ,0,1,2.0,542.0,1,0,60,0,0,0,No,0,2,2009,WD ,145000,19,18,342,11.884489021402711,16,36,576
1771,2365,527450010,160,RM,2760,Pave,1,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2.0,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,1,514.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,0,1,1,525,567,0,1092,0.0,0.0,1,1,3,1,0,6,Typ,0,0,2.0,440.0,1,0,0,0,0,0,No,0,12,2006,WD ,105500,33,33,1089,11.566466231898259,0,36,0
1773,1961,535451100,20,RL,7200,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,3,1950,1950,Gable,CompShg,WdShing,Wd Shng,0,0.0,0,TA,0,0,TA,No,LwQ,432.0,Unf,0.0,432.0,864.0,GasA,0,1,0,1238,0,0,1238,0.0,0.0,1,1,3,1,0,6,Min2,1,1,1.0,357.0,1,0,171,0,0,0,No,0,11,2007,WD ,102000,57,57,3249,11.532728092266408,0,25,0
1775,2018,903233050,70,RM,6120,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2.0,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,Mn,Unf,0.0,Unf,0.0,939.0,939.0,GasA,1,1,1,939,574,0,1513,0.0,0.0,1,1,4,1,0,8,Typ,0,0,1.0,180.0,0,24,0,150,0,0,No,0,5,2007,WD ,137500,87,3,261,11.831379196088763,1,25,25
1776,1328,903201030,30,RL,7111,Pave,0,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.0,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,0,0.0,1,Gd,0,0,TA,No,LwQ,406.0,BLQ,273.0,329.0,1008.0,GasA,0,1,1,1143,0,0,1143,0.0,0.0,1,0,2,1,0,5,Typ,1,0,1.0,288.0,1,265,0,0,0,0,GdPrv,0,7,2008,WD ,138000,80,25,2000,11.835008964139341,1,25,25
1780,1084,528228465,20,RL,3182,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1.0,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,1,16.0,1,TA,1,1,TA,Av,Unf,0.0,Unf,0.0,1266.0,1266.0,GasA,1,1,1,1266,0,0,1266,0.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,388.0,1,100,16,0,0,0,No,0,3,2008,WD ,159895,1,1,1,11.982272628789678,16,49,784
1786,2885,911370530,120,RM,3842,Pave,0,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1.0,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,1,186.0,1,TA,1,1,TA,Gd,GLQ,1564.0,Unf,0.0,30.0,1594.0,GasA,1,1,1,1646,0,0,1646,1.0,1.0,2,0,2,1,1,5,Typ,1,1,2.0,525.0,1,128,53,0,0,155,No,0,12,2006,WD ,300000,2,1,2,12.611537753638338,16,64,1024
1787,2920,923228260,160,RM,1936,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2.0,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,1,1,1,546,546,0,1092,0.0,0.0,1,1,3,1,0,5,Typ,0,0,0.0,0.0,1,0,0,0,0,0,No,0,6,2006,WD ,90500,36,36,1296,11.413105129688017,1,16,16
1792,1555,911102090,70,C (all),5280,Pave,1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2.0,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,Fa,No,Unf,0.0,Unf,0.0,173.0,173.0,GasA,1,0,1,825,536,0,1361,0.0,0.0,1,0,2,1,0,6,Typ,0,0,1.0,185.0,1,0,123,0,0,0,No,0,7,2008,WD ,89000,113,58,6554,11.396391648714276,1,16,16
1794,2522,533253160,120,RL,3876,Pave,0,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1.0,8,5,1978,1978,Gable,CompShg,Wd Sdng,Plywood,0,0.0,1,TA,0,1,TA,Gd,GLQ,652.0,Rec,526.0,48.0,1226.0,GasA,0,1,1,1226,0,0,1226,1.0,0.0,1,0,1,1,1,4,Typ,1,1,2.0,484.0,1,133,60,0,0,0,No,0,7,2006,WD ,170000,28,28,784,12.043553716032399,9,64,576
1796,2683,903234030,30,RM,6000,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.0,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,0,0,TA,No,BLQ,397.0,Unf,0.0,706.0,1103.0,GasA,1,1,1,1103,0,0,1103,0.0,0.0,1,0,2,1,1,5,Typ,1,0,2.0,440.0,1,166,120,0,0,0,MnPrv,0,7,2006,WD ,110500,81,26,2106,11.612770799939945,4,36,144
1804,2649,902128020,20,RM,7200,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.0,4,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,1,1,1,864,0,0,864,0.0,0.0,1,0,2,1,0,5,Typ,0,0,1.0,528.0,1,0,0,0,0,115,No,0,8,2006,COD,105000,56,56,3136,11.56171562913966,1,16,16
1808,1983,902201130,50,RM,6000,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,0,0,TA,No,ALQ,331.0,Unf,0.0,318.0,649.0,GasA,1,1,1,679,504,0,1183,0.0,0.0,1,1,2,1,0,6,Typ,0,0,1.0,308.0,1,0,176,0,0,0,No,0,6,2007,WD ,120000,59,5,295,11.695247021764184,1,9,9
1809,547,531450120,60,RL,7703,Pave,1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2.0,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,0,0.0,1,Gd,1,1,Gd,No,GLQ,52.0,Rec,364.0,400.0,816.0,GasA,1,1,1,833,897,0,1730,0.0,0.0,2,1,3,1,1,6,Typ,0,1,2.0,528.0,1,0,91,0,0,168,No,0,11,2009,WD ,171500,17,17,289,12.052338545588132,16,36,576
1810,1842,533208070,160,FV,4251,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2.0,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,0,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,625.0,625.0,GasA,1,1,1,625,625,0,1250,0.0,0.0,2,1,2,1,1,5,Typ,0,0,2.0,528.0,1,0,54,0,0,0,No,0,6,2007,New,164700,1,0,0,12.011880916165731,16,49,784
1812,2425,528228430,120,RM,3072,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,1,18.0,1,TA,1,1,TA,No,GLQ,1059.0,Unf,0.0,306.0,1365.0,GasA,1,1,1,1548,0,0,1548,1.0,0.0,2,0,2,1,1,7,Typ,1,1,2.0,388.0,1,143,20,0,0,0,No,0,9,2006,WD ,225000,2,2,4,12.323855681186558,16,49,784
1823,94,533205060,120,FV,4835,Pave,0,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1.0,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,0,0.0,1,TA,1,1,TA,Av,GLQ,1298.0,Unf,0.0,190.0,1488.0,GasA,1,1,1,1488,0,0,1488,1.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,506.0,1,168,50,0,0,0,No,0,3,2010,WD ,260000,6,5,30,12.468436909997665,16,49,784
1824,1745,528228555,20,RL,3710,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1.0,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,1,16.0,1,TA,1,1,TA,Av,Unf,0.0,Unf,0.0,1266.0,1266.0,GasA,1,1,1,1266,0,0,1266,0.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,388.0,1,100,16,0,0,0,No,0,8,2007,New,185485,0,0,0,12.130729295226383,16,49,784
1825,744,903231130,30,RM,6120,Pave,1,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.0,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,BLQ,209.0,Unf,0.0,506.0,715.0,GasA,0,1,0,875,0,0,875,1.0,0.0,1,0,2,1,0,5,Typ,0,0,1.0,180.0,1,48,0,0,0,0,No,0,11,2009,WD ,105000,78,16,1248,11.56171562913966,0,25,0
1833,32,527451410,160,RM,1680,Pave,1,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2.0,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,1,381.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,0,1,1,525,567,0,1092,0.0,0.0,1,1,3,1,0,6,Typ,0,0,1.0,264.0,1,0,0,0,0,0,No,0,3,2010,WD ,88000,39,39,1521,11.385092093460344,0,36,0
1836,165,535456110,20,RL,7200,Pave,1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,Mn,BLQ,234.0,Rec,486.0,180.0,900.0,GasA,0,1,1,900,0,0,900,0.0,1.0,1,0,3,1,1,5,Typ,0,0,2.0,576.0,1,222,32,0,0,0,No,0,5,2010,WD ,134800,59,10,590,11.811547477460344,1,25,25
1837,935,909451140,160,RM,1612,Pave,1,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2.0,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,1,TA,No,Unf,0.0,Unf,0.0,561.0,561.0,GasA,0,1,1,561,668,0,1229,0.0,0.0,1,1,2,1,0,5,Typ,1,1,2.0,462.0,1,154,0,0,0,0,MnPrv,0,7,2009,WD ,121000,29,29,841,11.703545824578878,1,36,36
1840,2668,902401090,90,RM,5976,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2.0,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,1,0,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,1,0,0,624,624,0,1248,0.0,0.0,2,0,2,2,0,8,Typ,0,0,0.0,0.0,0,0,130,256,0,0,No,0,12,2006,WD ,93500,86,56,4816,11.44571671527678,1,25,25
1843,2029,903430040,45,RM,5680,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5,5,4,1901,1950,Gable,CompShg,AsbShng,AsbShng,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,592.0,592.0,GasA,0,0,0,933,240,0,1173,0.0,0.0,2,0,3,1,0,7,Typ,0,0,1.0,240.0,1,0,25,77,0,0,MnPrv,0,9,2007,WD ,113000,106,57,6042,11.635143097694478,0,25,0
1845,1155,532378200,20,RL,6768,Pave,0,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.0,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,0,0.0,0,Gd,0,0,TA,Mn,GLQ,832.0,Unf,0.0,80.0,912.0,GasA,1,1,1,912,0,0,912,1.0,1.0,1,0,3,1,1,5,Typ,0,0,1.0,288.0,1,168,0,0,0,0,GdPrv,0,5,2008,WD ,142000,47,12,564,11.863582336583399,4,36,144
1846,739,903228120,45,RM,6000,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,1,TA,1,0,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,1,1,1,904,0,0,904,0.0,0.0,1,0,2,1,0,4,Typ,0,0,1.0,180.0,1,0,0,105,0,0,No,0,1,2009,WD ,119000,83,5,415,11.686878772093667,4,36,144
1848,1087,528235120,60,RL,7415,Pave,0,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2.0,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,1,0,TA,No,GLQ,759.0,Unf,0.0,80.0,839.0,GasA,1,1,1,864,729,0,1593,1.0,0.0,2,1,3,1,0,8,Typ,1,1,2.0,398.0,1,100,75,0,0,0,No,0,4,2008,WD ,193000,4,4,16,12.170445467887022,1,36,36
1852,523,528458180,20,FV,7500,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,1,238.0,1,TA,1,1,TA,No,GLQ,24.0,Unf,0.0,1348.0,1372.0,GasA,1,1,1,1448,0,0,1448,0.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,692.0,1,0,140,0,0,0,No,0,6,2009,WD ,238500,3,2,6,12.382124589310534,16,64,1024
1854,1837,533206070,120,FV,3784,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1.0,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,1,36.0,1,TA,1,1,TA,No,GLQ,60.0,Unf,0.0,1451.0,1511.0,GasA,1,1,1,1565,0,0,1565,1.0,0.0,2,0,2,1,1,5,Typ,0,1,2.0,476.0,1,0,120,0,0,0,No,0,2,2007,New,193800,1,0,0,12.174581978438804,16,64,1024
1855,2284,923225040,120,RM,4224,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1.0,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,TA,1,1,TA,No,GLQ,840.0,Unf,0.0,200.0,1040.0,GasA,0,1,1,1060,0,0,1060,1.0,0.0,1,0,3,1,0,6,Typ,1,1,2.0,572.0,1,100,110,0,0,0,No,0,6,2007,WD ,129900,31,31,961,11.77452020265869,1,25,25
1859,794,905475160,20,RL,7440,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.0,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,1,TA,No,BLQ,173.0,Unf,0.0,916.0,1089.0,GasW,0,1,1,1089,0,0,1089,1.0,0.0,1,0,3,1,0,5,Typ,1,0,1.0,252.0,0,328,0,0,0,0,MnPrv,0,9,2009,WD ,125000,55,55,3025,11.736069016284437,1,25,25
1860,708,902204080,30,RM,7404,Pave,1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.0,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,861.0,861.0,GasA,0,1,1,861,0,0,861,0.0,0.0,1,0,2,1,0,5,Typ,0,0,2.0,288.0,0,0,0,128,0,0,No,0,11,2009,Oth,80000,89,59,5251,11.289781913656018,0,16,0
1861,286,909100080,30,RL,4853,Pave,1,Bnk,AllPub,Inside,Gtl,SWISU,Artery,Norm,1Fam,1.0,5,6,1924,1999,Gable,CompShg,MetalSd,VinylSd,1,203.0,0,TA,0,0,TA,Mn,Rec,133.0,Unf,0.0,974.0,1107.0,GasA,0,0,0,1296,0,0,1296,0.0,0.0,2,0,2,1,0,5,Typ,1,0,1.0,260.0,1,0,0,36,0,0,MnPrv,0,5,2010,WD ,104000,86,11,946,11.55214617812351,0,25,0
1871,1723,528186050,120,RL,7841,Pave,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1.0,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,1,394.0,1,TA,1,1,TA,No,GLQ,848.0,Unf,0.0,729.0,1577.0,GasA,1,1,1,1577,0,0,1577,1.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,564.0,1,203,39,0,0,0,No,0,5,2007,WD ,280000,2,2,4,12.542544882151386,16,81,1296
1875,1346,903233080,50,RM,6240,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,Mn,Rec,300.0,LwQ,240.0,449.0,989.0,GasA,0,1,1,1245,764,0,2009,0.0,0.0,2,0,4,1,0,7,Min2,1,0,2.0,400.0,1,0,20,0,0,0,MnPrv,0,1,2008,WD ,150000,69,58,4002,11.918390573078392,0,49,0
1880,1160,533206050,120,FV,4282,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1.0,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,0,0.0,1,TA,1,1,TA,Mn,GLQ,16.0,Unf,0.0,1375.0,1391.0,GasA,1,1,1,1391,0,0,1391,0.0,0.0,2,0,2,1,1,5,Typ,0,1,2.0,530.0,1,156,158,0,0,0,No,0,7,2008,WD ,196000,4,4,16,12.185869938212655,16,49,784
1883,889,908151050,60,RL,7950,Pave,0,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2.0,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,1,140.0,0,TA,0,0,TA,No,BLQ,535.0,Unf,0.0,155.0,690.0,GasA,0,1,1,698,728,0,1426,0.0,0.0,1,1,3,1,0,6,Typ,0,1,2.0,440.0,1,252,0,0,0,0,MnPrv,0,7,2009,WD ,159500,32,32,1024,11.979799201207037,0,36,0
1886,411,527453060,160,RL,2280,Pave,1,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2.0,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,0,0.0,0,TA,0,1,TA,No,ALQ,566.0,Unf,0.0,289.0,855.0,GasA,0,1,1,855,601,0,1456,0.0,0.0,2,1,3,1,0,7,Typ,1,1,2.0,440.0,1,87,0,0,0,0,No,0,7,2009,WD ,148500,33,33,1089,11.908340237224891,1,36,36
1887,810,906226090,90,RL,7018,Pave,1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2.0,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,0,0.0,0,TA,0,0,No,No,No,0.0,No,0.0,0.0,0.0,GasA,0,1,1,1114,1114,0,2228,0.0,0.0,2,0,6,2,0,8,Typ,0,0,2.0,720.0,1,73,0,0,0,0,No,0,6,2009,WD ,147983,30,30,900,11.904852681283913,0,25,0
1889,2179,908152280,20,RL,7024,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.0,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,1,1,Gd,No,ALQ,980.0,Unf,0.0,110.0,1090.0,GasA,1,1,1,1090,0,0,1090,1.0,0.0,1,1,2,1,0,5,Typ,0,1,2.0,450.0,1,0,49,0,0,0,No,0,6,2007,WD ,157000,2,1,2,11.964001084330445,4,25,100
1890,2746,905480160,50,RL,7585,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,Fa,Mn,Unf,0.0,Unf,0.0,810.0,810.0,GasA,0,1,0,1002,454,0,1456,1.0,1.0,1,0,4,1,0,7,Typ,1,0,1.0,280.0,0,0,0,0,0,0,No,0,8,2006,WD ,91500,58,56,3248,11.424094251263613,0,25,0
1893,2061,905105260,20,RL,7742,Pave,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.0,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,0,0.0,0,TA,0,0,TA,No,BLQ,763.0,Unf,0.0,192.0,955.0,GasA,1,1,1,955,0,0,955,1.0,0.0,1,0,3,1,0,6,Typ,0,1,1.0,386.0,1,0,0,0,0,0,MnPrv,0,1,2007,WD ,127000,41,41,1681,11.751942365440728,1,25,25
1899,1466,907262070,60,RL,7226,Pave,0,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2.0,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,GasA,1,1,1,798,842,0,1640,0.0,0.0,2,1,3,1,1,6,Typ,0,1,2.0,595.0,1,0,45,0,0,0,No,0,6,2008,WD ,183000,5,5,25,12.117241431823558,16,49,784
